,mode,index_col,avC,avP,sdC,sdP,avR,maxC,maxP,stdCR,stdCP,AvRR
9,CottonWash,9,1.750555556,364.662963,2.69694238,632.6082972,611.6012772,0.66,75,0.111049849,14.81258396,762.0495281
10,CottonWash,10,1.609266667,331.9633333,2.593249688,608.0411737,634.6092759,0.47,50,0.099712806,13.77487301,841.6812642
11,CottonWash,11,1.495545455,305.5515152,2.498470749,585.6759782,648.4423408,0.48,56,0.101644524,14.19733665,786.7729902
12,CottonWash,12,1.372567568,276.8594595,2.385845831,559.1684755,668.1406926,0.57,56,0.11813074,15.77168836,830.6520943
13,CottonWash,13,1.442875,292.87,2.448757648,574.1604948,656.0129238,7.17,1655,3.038483061,716.6697086,506.4371095
14,CottonRinse,14,1.367395349,275.3372093,2.377817006,557.4338267,666.0130722,0.48,63,0.108097976,15.93236423,799.3483836
15,CottonRinse,15,1.325,265.6177778,2.333030877,546.7908935,671.0715562,0.85,127,0.224833857,35.49985174,779.8289629
16,CottonRinse,16,1.298708333,257.4125,2.265675803,530.8579347,667.6037709,1.76,276,0.585618938,94.71603052,615.5869913
17,CottonRinse,17,1.250901961,246.2039216,2.207702797,517.0989516,673.222416,1.38,213,0.339762595,55.69791263,763.1207377
18,CottonSpin,18,1.220481481,238.2296296,2.153757848,504.1007157,672.212671,1.83,286,0.613302723,98.85807777,655.0470062
19,CottonSpin,19,1.171315789,227.6526316,2.106979828,492.7274104,700.6661288,0.79,117,0.181212075,29.25857768,1212.828369
20,CottonSpin,20,1.206933333,231.005,2.063358025,480.9404514,672.6547722,2.65,426,0.579836382,98.40421564,140.4389957
0,CottonWash,0,2.143,467.2666667,3.024878624,716.7991559,759.9460943,7.13,1648,3.024878624,716.7991559,759.9460943
1,CottonWash,1,2.3838,523.28,3.119650615,740.5084585,643.7098969,7.2,1671,3.302177113,785.8533478,469.3556009
2,CottonWash,2,3.314375,746.15,3.375522779,802.9434947,524.5308423,7.22,1674,3.257864472,775.5009771,325.8990847
3,CottonWash,3,2.8574,637.31,3.283570864,781.2551504,571.6367081,7.19,1672,2.099289291,500.2315753,760.0601713
4,CottonWash,4,2.443166667,538.1916667,3.136284529,746.5519541,597.3337796,0.49,56,0.092315249,12.91836718,725.8191367
5,CottonWash,5,2.026666667,438.8666667,2.925149378,696.3436499,634.4061583,0.5,59,0.104648289,15.04632693,782.695673
6,CottonWash,6,1.748,372.4444444,2.741270431,652.5673169,663.4836167,0.46,57,0.101530812,14.49930636,808.8709089
7,CottonWash,7,1.776714286,379.3714286,2.760953334,657.943094,651.5074086,7.18,1675,2.918624322,699.4399697,579.6501598
8,CottonWash,8,1.60125,337.2041667,2.623614378,625.3528309,659.7316612,0.54,57,0.086985928,11.47255596,717.3014299
9,CottonWash,9,1.463666667,304.3888889,2.503736739,596.7580823,671.8774326,0.47,60,0.096745311,13.82584619,769.0436033
10,CottonWash,10,1.354633333,278.2133333,2.397527614,571.4838643,680.1764021,0.56,62,0.104298422,13.49452848,754.8671282
11,CottonWash,11,1.263575758,256.6030303,2.303982399,549.1077787,695.1599288,0.54,56,0.115494439,15.75841319,844.9951959
12,CottonWash,12,1.165594595,233.3459459,2.193941596,522.810872,704.2813265,0.46,56,0.099999679,14.5672402,779.5328573
13,CottonWash,13,1.222875,246.7825,2.258216184,537.6366273,697.6029359,7.23,1662,2.891086102,684.3652861,615.2361184
14,CottonRinse,14,1.163232558,232.4674419,2.188875778,521.1441086,701.5161814,0.58,56,0.102331443,13.81303732,753.6927877
15,CottonRinse,15,1.134,225.3288889,2.144745483,510.5724315,698.8458106,1.24,189,0.298001678,46.77187076,641.4328392
16,CottonRinse,16,1.1170625,219.1229167,2.082240522,495.4333498,689.9998033,1.91,298,0.568635087,92.48540736,557.3096942
17,CottonRinse,17,1.082509804,210.7215686,2.027340912,482.0616222,700.2009804,1.5,230,0.435173238,68.13685518,863.4198141
18,CottonSpin,18,1.05487037,203.6814815,1.978005822,469.8409813,705.3063127,1.74,269,0.580776828,92.17748996,792.0969617
19,CottonSpin,19,1.017596491,195.3789474,1.932498591,458.7320918,725.8872533,1,150,0.253490574,39.74134765,1096.344184
20,CottonSpin,20,1.059766667,200.1283333,1.893844156,447.7427101,696.1397668,2.17,342,0.330541353,55.37052828,130.9375215
0,BeddingWash,0,0.332333333,41.76666667,0.268066941,40.27892692,1279.722164,1.14,165,0.268066941,40.27892692,1279.722164
1,BeddingWash,1,0.2722,31.36,0.23820151,36.13114435,1485.144421,0.53,63,0.149581873,21.51590599,1793.277807
2,BeddingWash,2,0.243875,26.7625,0.211997694,32.07753414,1567.847838,0.51,63,0.151232484,22.36276153,1705.686868
3,BeddingWash,3,0.2303,24.5,0.199825454,30.21789556,1605.441909,0.49,63,0.131565473,19.28041002,1755.818189
4,BeddingRinse,4,0.22775,24.65833333,0.191427466,29.1782398,1591.490296,0.56,84,0.145764771,23.95055213,1521.732231
5,BeddingRinse,5,0.372933333,48.01333333,0.409143067,64.97681431,1355.096576,1.58,244,0.523077652,83.147017,409.5216986
6,BeddingRinse,6,0.433388889,57.57777778,0.434204035,68.9102692,1211.34154,1.47,226,0.436116746,69.13185802,492.5663577
7,BeddingRinse,7,0.422809524,55.55714286,0.422275916,66.93608371,1224.874857,1.23,182,0.341385951,52.93566905,1306.074761
8,BeddingRinse,8,0.403041667,52.8125,0.402870867,63.4931078,1220.149807,0.7,84,0.172821082,22.30756791,1187.074455
9,BeddingRinse,9,0.472666667,64,0.45877678,72.67690889,1124.292813,1.55,239,0.503652065,80.30019109,357.4368623
10,BeddingRinse,10,0.4651,62.60666667,0.442994134,70.12567759,1102.937879,1.43,217,0.256248129,39.07722975,910.7434711
11,BeddingRinse,11,0.450666667,60.26060606,0.428778052,67.76904252,1112.162753,0.72,92,0.196740391,27.82383002,1204.411494
12,BeddingSpin,12,0.490810811,66.85405405,0.451933386,71.47535666,1044.910175,1.43,217,0.50535187,78.68103411,490.0764033
13,BeddingSpin,13,0.4801,65.1225,0.438703935,69.33444784,1040.609526,0.57,75,0.172214782,25.04297456,987.568187
14,BeddingSpin,14,0.464976744,62.70465116,0.429700795,67.78317087,1064.131449,0.67,84,0.195507004,25.89732157,1377.757099
15,BeddingSpin,15,0.457133333,61.60888889,0.422166968,66.50872248,1058.928837,0.44,57,0.106636372,13.43395149,947.0726685
16,BeddingSpin,16,0.496895833,67.89375,0.452450241,71.27718807,1017.304968,1.56,233,0.478865998,74.97635643,392.9469432
0,BeddingWash,0,0.320666667,39.73333333,0.256245213,37.83442451,1300.293109,1.01,144,0.256245213,37.83442451,1300.293109
1,BeddingWash,1,0.2722,31.44,0.228431118,34.29473691,1463.074719,0.51,66,0.158362509,24.01753745,1707.247133
2,BeddingWash,2,0.233625,25.2875,0.205421726,30.86770208,1608.489905,0.56,72,0.14122453,20.84008626,1850.848548
3,BeddingWash,3,0.2248,23.82,0.197731989,29.43006777,1641.170513,0.63,71,0.163174914,22.49321535,1771.892945
4,BeddingRinse,4,0.234416667,26.31666667,0.195666479,29.98150223,1569.631388,0.6,97,0.182060574,30.33254289,1211.935762
5,BeddingRinse,5,0.364066667,47.16666667,0.377629655,59.47199631,1340.170922,1.51,231,0.47729795,74.09205985,422.3290612
6,BeddingRinse,6,0.422111111,56.25,0.404777322,63.86358323,1202.892887,1.38,211,0.417213113,66.6448815,516.5027107
7,BeddingRinse,7,0.410428571,54.1047619,0.397322748,62.59521724,1234.898827,1.21,182,0.347091197,53.50970478,1426.934465
8,BeddingRinse,8,0.391458333,52.08333333,0.377969634,59.14977562,1219.573912,0.6,95,0.137131533,18.96263719,1112.299509
9,BeddingRinse,9,0.467444444,64.27037037,0.44594387,70.35463177,1120.235342,1.65,255,0.487058258,77.56851625,325.5267816
10,BeddingRinse,10,0.457733333,62.45333333,0.431711452,68.14710497,1107.956944,1.45,223,0.261065236,40.75185631,997.4513661
11,BeddingRinse,11,0.440545455,59.65757576,0.418621641,66.05865281,1128.886452,0.63,100,0.181407017,27.11043825,1338.181529
12,BeddingSpin,12,0.492297297,67.95405405,0.455368897,71.9671752,1052.000039,1.65,250,0.523437296,82.48878712,417.6871267
13,BeddingSpin,13,0.479375,65.7975,0.442844371,70.00810189,1058.423523,0.53,75,0.176986265,27.20091276,1137.646498
14,BeddingSpin,14,0.463697674,63.47674419,0.433655844,68.37608988,1079.700306,0.69,95,0.187464633,25.7758686,1363.390745
15,BeddingSpin,15,0.463466667,63.42666667,0.426963151,67.29097935,1060.633582,1.05,152,0.24862305,37.96296672,650.6990269
0,BeddingWash,0,0.222666667,25.76666667,0.183884021,27.6850306,1592.602619,0.75,107,0.183884021,27.6850306,1592.602619
1,BeddingWash,1,0.2206,24.02,0.171576246,25.72578314,1585.391486,0.56,65,0.155863469,22.9103516,1574.574788
2,BeddingWash,2,0.22325,23.4125,0.170009493,24.3407736,1573.125941,0.64,62,0.170186173,22.22704162,1552.683364
3,BeddingWash,3,0.2288,24.28,0.168068529,24.17907936,1540.831337,0.52,65,0.162347905,23.81038031,1411.652924
4,BeddingRinse,4,0.23725,26.85,0.164618033,24.43157139,1469.578198,0.52,82,0.1424402,21.99306111,1113.312503
5,BeddingRinse,5,0.366666667,47.53333333,0.370524147,58.05963917,1259.717836,1.55,234,0.497647454,77.58329599,420.2763868
6,BeddingRinse,6,0.4325,57.68333333,0.408051474,63.79484183,1126.123054,1.42,214,0.433431244,67.84957161,458.1491431
7,BeddingRinse,7,0.424428571,56.03333333,0.402709611,62.85788508,1156.16549,1.15,166,0.371758171,56.89114429,1336.42011
8,BeddingRinse,8,0.404208333,53.3375,0.384962366,59.80811935,1163.050265,0.74,108,0.169927638,24.15001011,1211.243689
9,BeddingRinse,9,0.469,63.78888889,0.434487392,67.93138257,1075.815017,1.4,213,0.465913514,72.03954853,377.9330334
10,BeddingRinse,10,0.4528,61.01,0.418168678,65.29938693,1075.887313,0.76,79,0.165511746,20.96137663,1076.537972
11,BeddingRinse,11,0.433545455,57.9969697,0.405395045,63.34723618,1098.328202,0.51,82,0.139143934,22.99735117,1322.737094
12,BeddingSpin,12,0.47672973,65.13243243,0.437870998,68.67018917,1035.436566,1.46,221,0.530762393,82.33795274,516.5805676
13,BeddingSpin,13,0.46375,62.9825,0.42519397,66.7126197,1038.252494,0.46,65,0.13837688,21.10847735,1072.98227
14,BeddingSpin,14,0.448581395,60.81860465,0.415990504,65.14824141,1057.954927,0.72,97,0.164347893,25.03581343,1320.65404
15,BeddingSpin,15,0.445933333,60.53555556,0.408868442,63.99443063,1043.928092,0.84,124,0.199391179,30.09366956,742.3511355
0,BeddingWash,0,0.278666667,32.56666667,0.193314704,27.82542045,1335.296245,0.67,89,0.193314704,27.82542045,1335.296245
1,BeddingWash,1,0.2468,26.36,0.176836602,25.80836757,1463.32717,0.43,55,0.139996241,19.59450782,1655.373557
2,BeddingWash,2,0.21725,22.2,0.161244959,23.57181325,1593.834076,0.42,52,0.118216633,17.56747255,1811.345587
3,BeddingWash,3,0.2095,21.14,0.155922637,22.82432691,1626.360694,0.49,63,0.131560472,19.50681392,1756.467166
4,BeddingRinse,4,0.218416667,23.66666667,0.159942195,24.29971585,1564.933446,0.72,95,0.176160812,27.96821504,1257.797207
5,BeddingRinse,5,0.3376,42.86,0.353262227,55.59972358,1348.385703,1.43,218,0.492262079,76.4088293,482.1947272
6,BeddingRinse,6,0.401444444,52.73333333,0.389375839,61.07222576,1206.708189,1.36,207,0.410045694,64.13743326,498.3206228
7,BeddingRinse,7,0.391285714,50.9047619,0.379630599,59.47353137,1229.46396,1.13,165,0.313605103,48.21069658,1365.998581
8,BeddingRinse,8,0.3725,48.52916667,0.361099553,56.40120017,1231.691143,0.56,89,0.124577908,19.95399882,1247.281425
9,BeddingRinse,9,0.448074074,60.97407407,0.428917538,68.01986421,1134.615902,1.43,221,0.454380467,71.86420784,358.0139782
10,BeddingRinse,10,0.4328,58.44666667,0.411788854,65.26012131,1131.37629,0.57,62,0.141853089,19.97955852,1102.219776
11,BeddingRinse,11,0.417848485,56.33636364,0.39794217,62.93171056,1138.493709,0.65,81,0.150930067,22.64369187,1209.6679
12,BeddingSpin,12,0.460810811,63.47567568,0.429519038,68.09459149,1072.576569,1.4,215,0.51494579,80.4553348,528.7601668
13,BeddingSpin,13,0.4474,61.2075,0.418075001,66.28377094,1087.471504,0.64,76,0.163694417,23.95064369,1271.175696
14,BeddingSpin,14,0.431069767,58.79534884,0.408862507,64.73280191,1110.786081,0.5,79,0.12407821,19.71605915,1421.647114
15,BeddingSpin,15,0.434288889,59.41111111,0.403816488,63.91159931,1088.331828,1.22,184,0.271628132,41.48845749,605.5653866
16,BeddingSpin,16,0.458,62.98541667,0.431738439,68.27191272,1095.948482,1.44,215,0.643784518,102.8278105,1210.198294
17,BeddingSpin,17,0.436352941,59.33921569,0.427696385,67.81939375,1184.007504,0.09,1,0,0,2592.951852
0,BeddingWash,0,0.256666667,30.9,0.200539502,30.19060141,1460.954213,0.73,104,0.200539502,30.19060141,1460.954213
1,BeddingWash,1,0.2362,26.2,0.191331425,28.59427658,1563.70013,0.61,71,0.177125439,25.10457077,1717.819005
2,BeddingWash,2,0.229625,24.6125,0.179622979,26.51939522,1575.58761,0.59,72,0.16074682,22.86313602,1595.400077
3,BeddingWash,3,0.2288,24.54,0.177276136,26.03743226,1574.99472,0.55,71,0.171999847,24.66165786,1572.623159
4,BeddingRinse,4,0.234583333,25.65833333,0.175494001,25.54860118,1527.017279,0.65,69,0.16759208,22.7199773,1287.130074
5,BeddingRinse,5,0.356266667,45.69333333,0.364941011,57.85389451,1315.283478,1.53,236,0.501550355,78.82721538,468.3482738
6,BeddingRinse,6,0.4195,55.74444444,0.39696935,63.04411174,1175.042547,1.36,207,0.405349431,64.81006733,473.8378897
7,BeddingRinse,7,0.411952381,54.42380952,0.389266883,61.76964775,1191.778299,1.13,169,0.341904739,53.75342812,1292.192813
8,BeddingRinse,8,0.392541667,51.775,0.370916255,58.57291169,1191.398191,0.64,73,0.141283118,19.23840149,1188.737438
9,BeddingRinse,9,0.461666667,63.2,0.428766494,68.40083045,1104.390255,1.47,227,0.464266075,73.4985808,408.3267617
10,BeddingRinse,10,0.446333333,60.66,0.412059704,65.65587086,1101.746514,0.64,69,0.153152692,21.10303132,1077.952846
11,BeddingRinse,11,0.427818182,57.59393939,0.399757636,63.69870158,1129.630619,0.55,71,0.152766067,22.74738838,1408.471675
12,BeddingSpin,12,0.469810811,64.75135135,0.432299852,69.13697814,1066.285731,1.42,220,0.531107636,83.58787791,543.6904045
13,BeddingSpin,13,0.455975,62.535,0.420513529,67.24379596,1077.951589,0.49,63,0.149890381,23.59485625,1221.830506
14,BeddingSpin,14,0.438837209,60.05348837,0.411661081,65.69843107,1104.388292,0.51,82,0.126040041,20.51993704,1456.877657
15,BeddingSpin,15,0.440666667,60.51777778,0.406177246,64.82593376,1084.907094,1.08,166,0.265884819,41.74294772,666.0613493
16,BeddingSpin,16,0.463479167,64.09166667,0.432430838,69.16317529,1093.826651,1.42,221,0.636486494,103.8029134,1227.620004
0,BeddingWash,0,0.294333333,36.66666667,0.22830233,34.40562638,1333.58073,0.98,142,0.22830233,34.40562638,1333.58073
1,BeddingWash,1,0.2634,30.4,0.209300195,31.59565974,1463.230653,0.52,66,0.172171885,24.75352181,1657.705538
2,BeddingWash,2,0.231375,25.125,0.195465972,29.02612311,1602.089398,0.69,73,0.159209253,21.91886816,1833.52064
3,BeddingWash,3,0.2299,24.38,0.194180459,28.10721896,1608.088979,0.67,69,0.193809456,24.52796471,1632.087303
4,BeddingRinse,4,0.236,26.35833333,0.190467801,28.53180323,1551.520492,0.6,95,0.171963123,29.3021914,1268.678058
5,BeddingRinse,5,0.351666667,44.57333333,0.366647091,57.01881788,1333.756048,1.67,250,0.514806179,80.6173094,462.6982679
6,BeddingRinse,6,0.422722222,55.61666667,0.421091732,65.72069519,1197.300978,1.47,224,0.497090847,78.55552981,515.0256304
7,BeddingRinse,7,0.427761905,56.07142857,0.420572907,65.56467746,1198.320937,1.22,178,0.42329903,65.66235472,1204.440688
8,BeddingRinse,8,0.409625,53.70833333,0.403522493,62.38373565,1200.887597,0.99,124,0.219371097,27.73530469,1218.85422
9,BeddingRinse,9,0.476333333,64.47777778,0.457413408,71.31831797,1110.219809,1.65,252,0.517073996,80.42408429,384.8775096
10,BeddingRinse,10,0.473666667,63.81,0.449408257,70.12554842,1093.780997,1.43,218,0.375412264,58.99760369,945.83168
11,BeddingRinse,11,0.458272727,61.43939394,0.43604577,67.94797956,1109.942603,0.77,107,0.218485119,32.19759397,1271.558671
12,BeddingSpin,12,0.503216216,68.66216216,0.466447895,72.78167914,1042.736022,1.59,242,0.544533675,84.19201192,488.2817271
13,BeddingSpin,13,0.49035,66.5825,0.453353284,70.73221196,1045.946912,0.59,73,0.176636844,26.40654743,1085.547881
14,BeddingSpin,14,0.472162791,63.98837209,0.444294282,69.17477176,1074.857754,0.54,78,0.164095921,24.93522643,1460.335653
15,BeddingSpin,15,0.466022222,63.14444444,0.435755443,67.78124796,1062.985429,0.47,60,0.104900956,12.81446551,807.7304451
16,BeddingSpin,16,0.49975,68.49791667,0.463461538,72.34708152,1041.669164,1.55,236,0.570533225,90.58141699,721.9251942
0,BeddingWash,0,0.318,37.76666667,0.26347021,38.6582581,1323.375521,1.12,159,0.26347021,38.6582581,1323.375521
1,BeddingWash,1,0.2768,30.86,0.238750489,35.05681104,1460.092973,0.62,75,0.185344629,26.46049687,1665.169152
2,BeddingWash,2,0.275625,30.3625,0.221901128,32.07437707,1445.43112,0.64,65,0.19446626,26.92228065,1420.994698
3,BeddingWash,3,0.2617,28.42,0.211230426,30.59846831,1480.886887,0.49,63,0.153842024,22.83643211,1622.709952
4,BeddingRinse,4,0.279083333,32.125,0.218747373,32.32309643,1405.278324,0.96,129,0.24014031,35.09577123,1027.235513
5,BeddingRinse,5,0.4108,53.43333333,0.412651469,64.88507307,1212.453933,1.73,265,0.56532373,89.16174119,441.1563682
6,BeddingRinse,6,0.469722222,62.42777778,0.439418649,69.06535085,1091.372255,1.51,230,0.457366399,72.80659311,485.9638631
7,BeddingRinse,7,0.45752381,60.28571429,0.431445287,67.60371642,1126.497416,1.22,178,0.378469544,57.40640559,1337.248383
8,BeddingRinse,8,0.430916667,56.65,0.412512449,64.33927463,1142.373802,0.56,86,0.140950794,20.30695481,1253.508503
9,BeddingRinse,9,0.484333333,65.4037037,0.452452343,71.10035309,1063.529551,1.56,239,0.532878218,84.0770104,432.7755446
10,BeddingRinse,10,0.4918,66.41,0.451838415,70.99419567,1031.898377,1.47,224,0.44817138,70.56751882,747.2178138
11,BeddingRinse,11,0.469575758,62.80606061,0.439610703,69.03757815,1069.269718,0.68,79,0.177004448,25.05261131,1442.983129
12,BeddingSpin,12,0.499540541,67.75675676,0.455817625,71.6086948,1008.83897,1.56,237,0.515017488,79.94703375,510.2852962
13,BeddingSpin,13,0.506275,68.8725,0.456803621,71.76846819,988.3840284,1.47,223,0.46861449,73.53933188,736.1064154
14,BeddingSpin,14,0.492906977,66.51162791,0.446606647,70.19080625,1003.664639,0.8,110,0.210381154,30.22043535,1207.40612
15,BeddingSpin,15,0.481644444,64.97333333,0.440161904,69.02389245,1010.248442,0.43,56,0.101539466,11.92034969,1151.800187
16,BeddingSpin,16,0.508,69.13958333,0.454500299,71.24971007,972.0593146,1.55,234,0.489745418,76.00112673,399.2224101
0,BeddingWash,0,0.297333333,35.6,0.263960986,38.67334465,1445.599544,1.07,153,0.263960986,38.67334465,1445.599544
1,BeddingWash,1,0.2574,28.94,0.230861828,34.47531504,1559.697983,0.52,68,0.157509398,24.64372451,1730.845641
2,BeddingWash,2,0.244,26.775,0.207025957,30.95892542,1565.906992,0.49,63,0.160861545,24.10763698,1576.255339
3,BeddingWash,3,0.2482,27.14,0.201501335,29.81424648,1534.29758,0.57,63,0.181615557,25.36968767,1407.859932
4,BeddingRinse,4,0.256416667,28.725,0.198120564,29.40044089,1474.370279,0.66,95,0.179293203,26.51171538,1174.733774
5,BeddingRinse,5,0.400933333,52.47333333,0.413985939,66.0389042,1257.325009,1.69,262,0.536086393,84.80351869,389.1439323
6,BeddingRinse,6,0.454888889,60.91111111,0.435873859,69.30108296,1134.914094,1.48,227,0.44918112,70.90223964,522.8595139
7,BeddingRinse,7,0.440333333,58,0.421470862,66.88674996,1157.219488,1.21,179,0.313590442,47.22706218,1291.051858
8,BeddingRinse,8,0.414875,54.68333333,0.40225929,63.47140276,1170.1099,0.49,65,0.125679761,17.9342349,1260.342782
9,BeddingRinse,9,0.490259259,66.9,0.463394947,73.62939196,1075.643312,1.67,260,0.484791696,77.26197411,319.9106095
10,BeddingRinse,10,0.4758,64.39,0.444968557,70.66401188,1068.812965,0.66,73,0.17349716,24.69873653,1007.339838
11,BeddingRinse,11,0.458181818,61.58484848,0.431700916,68.46253661,1089.371074,0.74,101,0.193771995,28.20336656,1294.952161
12,BeddingSpin,12,0.500621622,68.55135135,0.462798595,73.54226564,1026.524715,1.69,262,0.559786532,88.50857919,508.0422575
13,BeddingSpin,13,0.499525,68.355,0.456707761,72.48959116,1012.041686,1.52,233,0.379878383,58.93534349,833.417656
14,BeddingSpin,14,0.48272093,65.78372093,0.447397334,70.91116748,1036.358825,0.64,86,0.188217287,27.93681294,1360.587354
15,BeddingSpin,15,0.472755556,64.41111111,0.440348574,69.66996561,1039.256692,0.45,62,0.110704681,14.49827576,1101.560836
16,BeddingSpin,16,0.5048125,69.57708333,0.45688695,72.36533311,997.6431541,1.49,227,0.436519805,68.69419156,373.4400783
0,BeddingWash,0,0.262666667,31.33333333,0.250157651,37.86576411,1568.426973,1.04,150,0.250157651,37.86576411,1568.426973
1,BeddingWash,1,0.2518,28.4,0.2235492,33.70520459,1567.24792,0.63,73,0.181382846,26.59639865,1565.47934
2,BeddingWash,2,0.2555,28.175,0.206893234,30.88433916,1515.124725,0.55,69,0.179175955,26.0508786,1428.252732
3,BeddingWash,3,0.2547,27.99,0.202407006,30.04995672,1509.73314,0.62,73,0.188352274,27.17366178,1488.166802
4,BeddingRinse,4,0.259833333,29.81666667,0.198972078,30.22770262,1460.057976,0.64,101,0.183460163,30.20365088,1211.682157
5,BeddingRinse,5,0.36,46.22,0.338674875,53.88527086,1264.860123,1.54,236,0.468275879,74.84839083,484.0687085
6,BeddingRinse,6,0.427,56.72222222,0.384602966,61.37111722,1129.371696,1.34,205,0.429397332,70.04465735,451.9295616
7,BeddingRinse,7,0.426904762,56.43333333,0.386322919,61.56777751,1145.334118,1.23,185,0.403206829,63.77230509,1241.108653
8,BeddingRinse,8,0.405708333,54.0125,0.369461213,58.57366576,1154.397088,0.59,94,0.152766067,24.84425047,1217.837876
9,BeddingRinse,9,0.475,65.5,0.432093331,69.28786727,1067.525666,1.64,256,0.49926797,80.17205636,372.5542889
10,BeddingRinse,10,0.465866667,63.88333333,0.422254162,67.60184727,1067.743638,1.41,220,0.314176354,48.40870065,1069.705385
11,BeddingRinse,11,0.446939394,60.75757576,0.40997149,65.61985498,1095.438494,0.57,81,0.166478399,24.90499188,1372.387059
12,BeddingSpin,12,0.494162162,68.79189189,0.445327413,71.63769457,1028.062727,1.6,250,0.532881319,84.73045876,472.2126508
13,BeddingSpin,13,0.4804,66.48,0.43336862,69.7185865,1038.293579,0.56,79,0.168398815,25.83166105,1164.47408
14,BeddingSpin,14,0.465604651,64.37209302,0.423741776,68.00275027,1053.042954,0.65,97,0.170133484,25.57603045,1249.701297
15,BeddingSpin,15,0.463311111,64.15333333,0.417094004,66.91284129,1040.829382,1.01,153,0.232885786,36.99285137,778.2375703
16,BeddingSpin,16,0.494375,69.16666667,0.449626179,72.38998804,1037.315062,1.53,237,0.637270491,104.852436,984.6002613
0,BeddingWash,0,0.278333333,34.6,0.222107202,33.29243468,1377.679509,0.98,139,0.222107202,33.29243468,1377.679509
1,BeddingWash,1,0.249,28.46,0.199450776,30.29798269,1499.937798,0.51,65,0.154596248,22.95275468,1683.32523
2,BeddingWash,2,0.22025,23.8875,0.179711266,27.33754952,1621.352395,0.52,66,0.130243362,19.7150972,1823.710058
3,BeddingWash,3,0.2163,23.12,0.176140755,26.53881472,1640.484758,0.59,69,0.164460042,23.45314478,1717.014207
4,BeddingRinse,4,0.216416667,23.4,0.166974037,25.50478617,1596.968189,0.4,62,0.113837372,20.04626228,1379.385348
5,BeddingRinse,5,0.346133333,44.58,0.372905851,59.45155041,1368.372036,1.51,229,0.501932472,78.80011815,453.9874217
6,BeddingRinse,6,0.411555556,54.94444444,0.406259435,64.75451903,1221.702359,1.38,213,0.414044253,66.24285691,488.3539743
7,BeddingRinse,7,0.399333333,52.73809524,0.394939924,62.8558233,1245.471332,1.14,171,0.31446287,48.78577379,1388.085171
8,BeddingRinse,8,0.3825,50.86666667,0.374474807,59.28485005,1225.044193,0.54,84,0.123168887,17.01861726,1082.054218
9,BeddingRinse,9,0.449666667,61.77777778,0.429475646,68.21850599,1133.113801,1.49,231,0.468196466,73.03703989,397.6706655
10,BeddingRinse,10,0.4331,59.08,0.412411203,65.4964596,1133.285968,0.43,57,0.130901384,19.59310223,1134.835473
11,BeddingRinse,11,0.417848485,56.55757576,0.398949885,63.27033249,1146.319843,0.6,62,0.15990802,21.4866973,1276.65859
12,BeddingSpin,12,0.461189189,63.75675676,0.431964934,68.64823551,1081.65609,1.5,233,0.525143143,82.22936964,548.1801292
13,BeddingSpin,13,0.447325,61.5075,0.420264381,66.79148674,1096.127068,0.48,62,0.152099861,23.54699385,1274.602467
14,BeddingSpin,14,0.43144186,59.15348837,0.411271569,65.20685875,1120.630751,0.63,76,0.149054106,20.61917978,1447.346522
15,BeddingSpin,15,0.436444444,60.05111111,0.407672275,64.67385754,1097.587972,1.24,192,0.309267386,49.2899851,602.1682143
0,BeddingWash,0,0.218333333,25.06666667,0.168155989,25.80421422,1567.889877,0.72,104,0.168155989,25.80421422,1567.889877
1,BeddingWash,1,0.2134,22.98,0.155794344,24.19941811,1578.54734,0.49,63,0.139072113,21.83496713,1594.533535
2,BeddingWash,2,0.213375,22.375,0.152148693,23.22502742,1584.152063,0.49,63,0.148494359,21.86870435,1593.493267
3,BeddingWash,3,0.2209,23.51,0.153945386,23.38284574,1551.960487,0.49,63,0.161372404,24.06236415,1423.194183
4,BeddingRinse,4,0.228166667,25.88333333,0.150304919,23.40048959,1483.108502,0.48,81,0.127835215,20.07059908,1138.848576
5,BeddingRinse,5,0.353,46.48,0.355829214,57.39311279,1277.825042,1.41,218,0.485199449,76.81268454,456.6912026
6,BeddingRinse,6,0.412722222,55.87777778,0.385822535,61.78767532,1147.029212,1.35,208,0.396977662,62.44541524,493.0500611
7,BeddingRinse,7,0.399761905,53.43809524,0.376961461,60.31812376,1186.648553,1.14,171,0.313020876,48.96473045,1424.364603
8,BeddingRinse,8,0.381166667,51.16666667,0.359139332,57.27586234,1191.411938,0.6,98,0.137297814,22.72615588,1224.755628
9,BeddingRinse,9,0.454925926,63.32592593,0.422399538,68.1203101,1095.795396,1.49,234,0.432217618,70.6778022,330.8630608
10,BeddingRinse,10,0.435366667,60.09666667,0.406896483,65.61334487,1110.409263,0.43,59,0.12806069,19.30782106,1241.934071
11,BeddingRinse,11,0.422757576,58.21515152,0.39289275,63.30712815,1114.001245,0.64,82,0.161615408,26.03260555,1149.92106
12,BeddingSpin,12,0.466405405,65.47567568,0.424477103,68.32752863,1047.69788,1.44,224,0.503457533,78.97668838,500.6951164
13,BeddingSpin,13,0.4539,63.245,0.412974163,66.49254184,1059.928919,0.58,63,0.165080614,24.07020383,1210.778402
14,BeddingSpin,14,0.437906977,60.85813953,0.404134565,64.9593444,1082.417976,0.53,84,0.137883843,21.58620781,1382.272069
